name,image_url,description,cuisine,course,diet,prep_time,ingredients,instructions
Mini Onion Vada With Vengaya Sambar Recipe - Pan Fried Fritters in Tangy Lentil Curry,https://www.archanaskitchen.com/images/archanaskitchen/Indian_Breakfast_Tiffins/Preethi_Kitchen_Appliances_Mini_Vada_Sambar_Recipe_-1.jpg,"The Onion Vada Sambar Recipe is a simple healthy and nutritious recipe of the urad dal vada that is pan fried in a paniyaram pan.  In this recipe, I have made the Vada’s healthy by using the Kuzhi Paniyaram pan as opposed to the traditional method of deep frying the vada's.",Tamil Nadu,South Indian Breakfast,Vegetarian,Total in 230 M,"
Ingredients to make the Onion Medu Vada

							 		1 cup White Urad Dal (Whole)							 		, (soaked for 3 hours)							 	

							 		1 inch Ginger 

							 		1 Green Chillies							 		, chopped							 	

Salt							 		, to taste							 	

							 		2 Onions							 		, finely chopped							 	

							 		1/4 Coriander (Dhania) Leaves							 		, finely chopped							 	

Oil							 		, for pan frying							 	
Ingredients for Vengaya Sambar

							 		1 cup Arhar dal (Split Toor Dal) 

							 		1/2 cup Pearl onions (Sambar Onions) 

							 		1 Mooli/ Mullangi (Radish)							 		, chopped							 	

							 		1 Carrot (Gajjar)							 		, chopped							 	

							 		1-1/2 cups Tamarind Water 

							 		2 teaspoons Sambar Powder 

Salt							 		, to taste							 	

Coriander (Dhania) Leaves							 		, a small bunch chopped							 	
For Seasoning of Sambar

							 		1 teaspoon Gingelly oil 

							 		1/2 teaspoon Mustard seeds (Rai/ Kadugu) 

							 		2 Dry Red Chillies 

							 		1 sprig Curry leaves 

							 		1/4 teaspoon Asafoetida (hing) 
","To begin making the Onion Vada Sambar Recipe;  we will first soak the dal for about 3 hours.Using a strainer, strain all the excess water from the urad dal. We need to use very little water to grind the urad dal, so that you can shape them well if you are deep frying.Next we will grind the dal, along with ginger and green chillies using a food processor or a mixer grinder into a very smooth batter. Make sure add very little water while grinding the dal to make a smooth batter. Transfer the batter to a bowl. Add in the chopped onions, coriander leaves into the batter. Stir well to combine the ingredients well into the vada batter.Next we will preheat the Kuzhi Paniyaram Pan and add in a little oil into each cavity; once the pan is well heated spoon the mini onion vada mixture into each of the cavities. Cover the pan and allow it to steam until you notice that the top looks cooked. After a couple minutes of steaming of notice the top part of the mini onion vada looks cooked. At this point you could add a little more oil and then flip the vada so it can get cooked and crisp from both sides. This time, allow it to cook without the cover. Transfer the Mini Onion Vadas to a platter and continue the same process with the remaining batter.To make the Vengaya Sambar recipe, pressure cook the toor dal along with 2 cups of water for 3 to 4 whistles and turn off the heat. Once the pressure releases naturally, open the cooking and mash the toor dal until soft. Keep aside.Into a pressure cooker; add the tamarind water, onions, radish, carrot, sambar powder and salt. Pressure cook for 2 whistles and turn off the heat.Add the cooker toor dal into the sambar water and bring to a brisk boil. Adjust the consistency by adding a little water if required.In a small tadka pan, heat oil over medium heat. Add mustard seeds and red chillies and allow it to crackle. Stir in the asafoetida and curry leaves. Pour this over the simmering vengaya sambar. Check the salt and spices of the vengaya sambar and adjust to suit your taste. Once done, turn off the heat , stir in the chopped coriander leaves and serve. To serve the Onion Vada Sambar, place the vadas in a bowl or a platter, pour in some Vengaya Sambar and sprinkle some chopped onions and serve hot."
Delicious Dal Makhani Recipe Without Onion and Garlic (Jain),https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Riya/Delicious_Dal_Makhani_Recipe_without_Onion_and_garlic_-1.jpg,"Dal Makhani or dal makhni is a popular dish originating from the Punjab region of the Indian Subcontinent. The primary ingredients in dal makhani are whole black lentil with red kidney beans, butter and cream. Traditionally the Dal Makhani is made using garlic and onion but during some specific occasion dal makhani is made without using onions and garlic. ",North Indian Recipes,Lunch,High Protein Vegetarian,Total in 55 M,"

							 		1 cup Black Urad Dal (Whole) 

							 		1/2 cup Rajma (Large Kidney Beans) 

							 		1 teaspoon Cumin seeds (Jeera) 

							 		1-1/2 cup Homemade tomato puree 

							 		1 teaspoon Kashmiri Red Chilli Powder 

							 		2 tablespoons Fresh cream 

							 		2 tablespoons Butter (Salted) 

							 		1 cup Milk 

							 		2 teaspoon Garam masala powder 

							 		1/2 teaspoon Cardamom Powder (Elaichi) 

							 		1 teaspoon Kasuri Methi (Dried Fenugreek Leaves) 
","To begin making the Dal Makhani Recipe without Onion and garlic, soak black lentil and rajma overnight in water or at least 8 hours.Take a pressure cooker, put in it the soaked dal then add 1 cup milk, 2 cups water, and garam masala, cardamom powder, salt, chili powder. Allow it to cook for 5 to 6 whistles. After 5 to 6 whistles, turn the heat to low and allow it to cook on low heat for another 20 to 25 minutes. After about 25 minutes, turn off the heat.Allow the pressure to release naturally. In a heavy bottomed pan, heat 2 tablespoons butter over medium heat, add the cumin seeds and allow it to crackle. Pour the tomato puree in the next step, when tomato is well cooked, add the cooked dal makhani into this mixture. Check the salt and spices and adjust to suit your taste.Stir the No onion no garlic dal makhani well, until it forms a creamy mixture. You can also lightly mash it. Finally stir in the cream and simmer on low heat for another 5 minutes and turn off the heat. Serve the Delicious Dal Makhani Recipe without Onion and Garlic along with Naan, Tandoori Paneer Tikka Masala Recipe and a Raita for a delectable weekend lunch or dinner."
Vadyancho Ross Recipe (Ash Gourd Chips Curry),https://www.archanaskitchen.com/images/archanaskitchen/1-Author/poojanadkarni/Vadyancho_Ross__Ash_gourd_Chips_Curry.jpg,"As a Goan, this recipe is very close to my heart. Vadyo are sun dried chips prepared out of Ash Gourd. My aunt used to prepare them, store them and use in different curries and vegetables. They just enhance the flavors of your food. In today's ross or curry, I have used them. This curry is without any onions or garlic. It is very easy to make and goes really well with rice.",Goan Recipes,Lunch,Vegetarian,Total in 20 M,"

							 		15 Ash Gourd Chips 

							 		1 teaspoon Coconut Oil 

							 		1/4 Cup Fresh coconut							 		, grated							 	

							 		3 Whole Black Peppercorns 

							 		1 teaspoon Coriander (Dhania) Seeds 

							 		1/2 teaspoon Turmeric powder (Haldi) 

							 		2 Dry Red Chillies 

Tamarind							 		, Marble size ball							 	
","To begin making the Vadyancho Ross recipe, On a medium high heat, fry the ash gourd chips on a frying pan using a teaspoon of oil.Once they are nice and crisp on both the sides, remove them out on a plate and keep aside.Grind together grated coconut, peppercorns, coriander seeds, turmeric powder, dry red chilies and tamarind using very little water.Take the ground paste in a saucepan kept on medium heat and allow to boil. Once it boils, add the fried ash gourd chips and mix. Allow the mixture to boil for 2-3 more minutes.Finally add salt, mix and remove from heat. Serve hot.Serve Vadyancho Ross along with Steamed Rice and Suran Fodi for a weekday meal."
Carrots & Sweet Potato Stuffed Paratha Recipe,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/sibyl_sunitha/Carrot__Sweet_Potato_Paratha_Recipe.jpg,"Carrots and Sweet Potato Stuffed Parathas are a whole wheat Indian flat bread stuffed with finely grated carrots and boiled sweet potatoes are spiced up with green chillies, coriander leaves and cumin powder, makes this paratha healthy and delicious. This is a favorite lunch box for my children, they love to have it along with honey. And not to miss it is wholesome and nutritious too.",North Indian Recipes,Indian Breakfast,Vegetarian,Total in 45 M,"
Ingredients for dough

							 		2 cups Whole Wheat Flour 

							 		1/2 teaspoon Salt 

							 		1 teaspoon Oil 
Ingredients for stuffing

							 		1 cup Carrots (Gajjar)							 		, finely grated							 	

							 		1/2 cup Sweet Potatoes							 		, boiled and mashed							 	

							 		1 teaspoon Cumin powder (Jeera)							 		, (roasted)							 	

							 		1 Green Chillies							 		, chopped (adjust)							 	

							 		1/4 cup Coriander (Dhania) Leaves							 		, chopped							 	

Salt							 		, to taste							 	
","To begin making the sweet potato parathas, we will first make the dough. Add flour and salt in a large bowl, adding little water at a time to make soft, pliable dough.Knead dough until it is smooth and elastic. Add oil to coat the dough and knead little more. The dough will be soft and nonsticky. Allow the dough to rest for about 15 minutes, covered.Knead dough until it is smooth and elastic. Add oil to coat the dough and knead little more. The dough will be soft and nonsticky. Allow the dough to rest for about 15 minutes, covered.Divide the dough into lemon sized balls and roll them out thin to approximately 3 inches in diameter. Note tossing the dough in dry flour while rolling will prevent it from getting sticky when rolling them out.In another bowl, combine all the ingredients for the filling together. Check the salt and spices and adjust to suit your taste.Add 1 tablespoon of the stuffing in the center. Gather the sides and bring them together. Remove the little excess dough which popped out when you brought them together.Press the stuffed dough down. Toss it in some flour and roll it gently applying just even pressure to roll. Roll it to desired thickness and your comfort level in rolling.Place the stuffed sweet potato carrot parathas on the hot griddle/skillet. Cook on medium heat adding a little oil or ghee to cook the parathas until you notice it gets brown spots on both the sides and has lightly crisp outer crust.Serve Carrots & Sweet Potato Stuffed Paratha Recipe along with Boondi Raita Recipe Spiced With Black Salt, Instant Gor Kairi Lonche Recipe - Sweet Raw Mango Pickle and Apple, Kiwi, Pineapple Juice Recipe for a complete breakfast."
Mint Vegetables Moilee Recipe (Mixed Vegetables Cooked In Minty Coconut Milk),https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Nithya_Anantham/Mint_Vegetables_Moilee_Mixed_Vegetables_Cooked_In_Minty_Coconut_Milk.jpg,"Moilee is a very traditional Kerala dish where the fish or vegetables are cooked in mildly spiced coconut milk. Mint Vegetables Moilee is a twisted recipe, using mint flavour to further enhance the dish making it even more refreshing.",Kerala Recipes,Lunch,Vegetarian,Total in 35 M,"

							 		1-1/2 cups Mixed vegetables							 		, (potatoes, carrot, beans, peas), cut into cubes							 	

							 		1 Onion							 		, thinly sliced							 	

							 		1 Tomato							 		, roughly chopped							 	

							 		1 Green Chilli							 		, slit							 	

							 		1 inch Ginger							 		, thinly sliced							 	

							 		2 Garlic							 		, sliced							 	

							 		1 sprig Curry leaves 

							 		1 cup Coconut milk							 		, thin							 	

							 		1 cup Coconut milk							 		, thick							 	

							 		1/2 teaspoon Mustard seeds (Rai/ Kadugu) 

							 		1/2 teaspoon Black pepper powder 

							 		2 teaspoon Oil 

							 		1 teaspoon Coconut Oil 

							 		1 teaspoon Lemon juice 

							 		2 sprig Mint Leaves (Pudina)							 		, made to paste							 	

Salt							 		, to taste							 	
","To begin making the Mint Vegetables Moilee recipe, scrape the coconut and extract the thick and thin coconut milk and keep aside.Heat oil in a wok/kadhai, once heated add the mustard seeds and let it splutter.Add the curry leaves and the thinly sliced onions and sauté till it gets translucent.Add the ginger and the sliced garlic pods and cook until the raw smell evaporates.Add the cubes vegetables, pepper powder and turmeric powder, and sauté for a minute.Add the thin coconut milk and let the vegetables cook with the lid on. This will take 5 to 6 minutes.Add the chopped tomatoes and let it cook for a minute.Once the vegetables are cooked, add the thick coconut milk and the mint paste and heat it for 2 minutes.Make sure you don't bring this mix to a boil at this stage else the coconut milk the curdle.Switch off the flame, season with salt and add the lemon juice.Serve the Mint Vegetables Moilee Recipe with Appams or Idiyappams or Steamed Rice for Sunday brunch."
No Onion No Garlic Aloo Makhana Sabzi Recipe,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Jyothi_Rajesh/Aloo_Makhana_Sabzi_no_onion_no_garlic.jpg,"Be it Navratri or Shravan maas, many practice fasting during these months, which means onion, garlic is a big no no for many. Fasting practices are different from region to region. I believe “There are no rules in fasting. Some fast on Mondays, some on Tuesdays and Fridays, while others fast only on certain religious days”.",Indian,Lunch,Vegetarian,Total in 45 M,"

							 		1 cup Baby Potatoes 

							 		1 cup Phool Makhana (Lotus Seeds) 

							 		1 teaspoon Cumin seeds (Jeera) 

							 		1 teaspoon Fennel seeds (Saunf) 

							 		2 Green Chillies							 		, finely chopped							 	

							 		1-1/2 teaspoon Red Chilli powder 

							 		1/2 teaspoon Turmeric powder (Haldi) 

							 		1 teaspoon Coriander Powder (Dhania) 

Salt							 		, to taste (kala namak is using for a fast)							 	

							 		2 tablespoons Oil 
","To begin making the No Onion No Garlic Aloo Makhana Sabzi recipe, boil baby potatoes along with its skin until well cooked. Remove from heat, peel the skin and keep aside.Heat 1 tablespoon oil in a heavy bottomed pan. Add makhana and roast them on medium to low heat until it is crisp. Once done, remove from pan keep aside.Add remaining oil into the same pan. Add cumin seeds and let it splutter. Add fennel seeds and chopped green chilies and sauté for about 20 seconds.Add all the spice powders including red chilli powder, turmeric powder, coriander powder, salt/black salt and immediately give it a mix. Add boiled potatoes into the pan and toss well.Once all the potatoes are coated well with the spice mix, add roasted makhana and toss again. Lower the flame and keep tossing and cook for 3 to 4 minutes.Remove from flame, garnish with coriander leaves and serve hot.Serve No Onion No Garlic Aloo Makhani Sabzi with Sattu Ka Paratha for fasting or you can also serve it with Phulka or Pudina Tawa Paratha and Palak Raita for an everyday meal."
Bhaat Na Rasawala Muthia Dhokla Recipe | Gujarati Rasiya Dhokla,https://www.archanaskitchen.com/images/archanaskitchen/0-Archanas-Kitchen-Recipes/2020/bhaat_na_rasawala_muthia_recipe__Gujarati_rasiya_muthia_Dhokla_recipe__7_1600.jpg,"If you love Kadhi Chawal, then you will absolutely love this one dish meal bowl which is a classic and traditional kathiyawadi dish called Bhaat Na Rasawala Muthia Dhokla made from rice dumplings simmered in a delicious kadhi.",Gujarati Recipes﻿,Dinner,Vegetarian,Total in 40 M,"
For Muthia Dhokla

							 		1-1/2 cups Cooked rice 

							 		1/2 cup Gram flour (besan) 

							 		1/2 teaspoon Red Chilli powder 

							 		1/4 teaspoon Turmeric powder (Haldi) 

							 		1 teaspoon Salt 
For Kadhi

							 		2 tablespoons Gram flour (besan) 

							 		1 cup Curd (Dahi / Yogurt) 

							 		3-1/2 cups Water 

							 		1/2 teaspoon Turmeric powder (Haldi) 

							 		1/2 teaspoon Red Chilli powder 

Salt							 		, to taste							 	

							 		1 Green Chilli							 		, slit							 	

							 		1 inch Ginger							 		, finely chopped							 	

							 		1 Bay leaf (tej patta)							 		, torn							 	

							 		1 inch Cinnamon Stick (Dalchini)							 		, broken							 	
For Tadka

							 		1 tablespoon Ghee 

							 		1 teaspoon Cumin seeds (Jeera) 

							 		1 inch Cinnamon Stick (Dalchini)							 		, broken							 	

							 		1 sprig Curry leaves							 		, torn							 	
","To make Bhaat Na Rasawala Muthia Dhokla, prep all the ingredients and keep them ready.Into a large mixing bowl, combine all the muthia dhokla ingredients and mash the rice well until it forms a dough like consistency.Grease your palms, shape into small ovals (muthias) and keep aside.For kadhi, into a sauce pan combine the dahi, besan, turmeric powder, salt and red chilli powder and mix well to combine until there are no lumps.Add the 3 cups of water and bring to a brisk boil. Keep whisking the Kadhi as it continues to boil, as this makes it smooth and creamy, thus giving it a perfect texture.Once the kadhi has come together into a smooth and creamy mixture while it is boiling, turn the heat to low, add the ginger garlic, green chillies, cinnamon stick and simmer kadhi while we add the muthias.Add the muthia into the kadhi. Simmer for at least 5 minutes and you will notice the muthia‘s rising to the top and floating. Once it begins to float to the top, simmer the Bhaat Na Rasawala Muthia Dhokla for another 2 minutes.The final step is to prepare the tadka. Heat ghee in a saucepan on medium heat; add the cumin seeds and allow them to crackle. Stir in the curry leaves, cinnamon and give it a stir. Gradually, add the seasoning mixture to the above Rasiya Dhokla/Bhaat Na Rasawala Muthia Dhokla and allow the mixture to come to a brisk boil and turn off the heat.Serve the Bhaat Na Rasawala Muthia Dhokla as a one dish meal for any weeknight dinner when you are looking for a comforting meal."
Sindhi Style Wadi Aloo Ki Sabzi Recipe - Spicy Wadi And Potato Curry,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/varshajchhabria-gmail.com/Sindhi_Style_WAdi_Aloo_ki_sabzi__1600.jpg,"Sindhi Style Wadi Aloo Ki Sabzi is an authentic Sindhi dish which is made with sundried dal spiced dumplings called Wadis, that are cooked along with potatoes and brinjals in an onion tomato gravy. ",Sindhi,Lunch,Vegetarian,Total in 30 M,"

							 		1 tablespoon Oil 

							 		1 Badi (wadi)							 		, urad dal spiced dumpling 							 	

							 		2 Onions							 		, finely chopped 							 	

							 		2 Tomatoes 

							 		1 inch Ginger 

							 		1 Potato (Aloo)							 		, cut into wedges 							 	

							 		1 Brinjal (Baingan / Eggplant)							 		, cut into wedges 							 	

							 		1-1/2 teaspoon Red Chilli powder 

							 		1 teaspoon Cumin powder (Jeera) 

							 		1 teaspoon Garam masala powder 

							 		1 teaspoon Coriander Powder (Dhania) 

Salt							 		, to taste 							 	
","To begin making the Sindhi Style Wadi Aloo Ki Sabzi Recipe, in a pressure cooker heat oil on medium flame.Add chopped onions and saute for 3-4 minutes, until it turns into golden brown in colour.To this add wadi/ urad dal dumpling and sauté for 3-4 minutes or until the wadi turns red.Close the pressure cooker and cook for 3 whistles. Turn off the heat and let the pressure release naturally. Once the pressure has released, remove only the wadis and place it in a bowl. Combine tomatoes and ginger in a mixer jar and bring to a purée, transfer to a bowl and set aside. Heat the same pressure cooker with the onions on medium heat, add the potato and brinjal wedges and continue to cook for another 5 minutes. At this stage add, red chilli powder, garam masala powder, cumin powder, coriander powder and salt. Give it a good stir. Now that the onions, potatoes and brinjal are well coated with the masala, add the tomato ginger purée, sauté for 3 minutes. Add the pre cooked wadi and close the pressure cooker. Pressure cook for 3 whistles, reduce the heat and continue to cook for 5 more minutes. Turn off the heat and allow the pressure to release naturally.Serve Sindhi Style Wadi Aloo Ki Sabzi Recipe along with Phulka and Palak Raita for your everyday vegetarian Lunch or Dinner."
Kuvale Sasam Recipe - Konkani Ash Gourd Curry,https://www.archanaskitchen.com/images/kuvale_sasam_recipe_konkani_ashgourd_curry_recipe-5_1600.jpg,"Kuvale Sasam Recipe is essentially a Konkani Style Ash Gourd Curry made with a curry of coconut, red chillies and mustard seeds that adds sharpness to the dish. ",Konkan,Main Course,Vegetarian,Total in 35 M,"
For the freshly ground masala 

							 		1/2 cup Fresh coconut							 		, grated 							 	

							 		4 Dry Red Chillies 

							 		1 teaspoon Mustard seeds (Rai/ Kadugu) 

							 		1/2 teaspoon Turmeric powder (Haldi) 

							 		20 grams Tamarind 

Salt							 		, to taste 							 	

							 		1/3 cup Water 
Other Ingredients 

							 		300 grams Vellai Poosanikai (Ash gourd/White Pumpkin)							 		, cut into medium sized cubes 							 	

							 		1/2 cup Water 

							 		1/4 teaspoon Turmeric powder (Haldi) 

Salt							 		, to taste 							 	
For the tadka 

							 		1 teaspoon Oil 

							 		1/2 teaspoon Mustard seeds (Rai/ Kadugu) 

							 		2 Dry Red Chillies 

							 		2 sprig Curry leaves 
","To begin making the Kuvale Sasam Recipe, we will first grind the masala which is the base for the dish. *To make the freshly ground masalaIn a mixer jar combine, the coconut, red chillies, mustard seeds, turmeric powder, tamarind, water and salt to taste. Grind to a coarse paste. Transfer to a bowl and set aside. Next, heat a pressure cooker on medium heat, add the ash gourd cubes, salt, turmeric powder and 1/2 cup of water and pressure cook for 1 whistle. Turn off the heat and allow the pressure to release naturally. Open the pressure cooker once the pressure has been released, and return the cooker to flame, add in the freshly ground coconut masala, and cook on medium heat, until it comes to a rolling boil. Adjust the consistency of the Kuvale Sasam by adding water to your liking. Check the salt and seasonings and adjust according to taste. Once done, turn off the heat.Transfer the Kuvale Sasam to a serving bowl and set aside. *For the tadka of Kuvale SasamIn a tadka pan, heat oil on medium heat, add the mustard seeds and allow it to splutter, next add the red chillies and roast for a few seconds. Finally add in the curry leaves and allow them to crackle. Turn off the flame, and pour this tadka over the piping hot Kuvale Sasam and serve hot.Serve Kuvale Sasam Recipe along with Steamed Rice, Beetroot Poriyal Recipe (Stir Fried Beetroot) and Curry Leaves Buttermilk Recipe - Curry Patta Chaas Recipe for your everyday meal."
Hyderabadi Bagara Baingan Recipe - Brinjal In Spicy Peanut Curry,https://www.archanaskitchen.com/images/archanaskitchen/0-Archanas-Kitchen-Recipes/2019/Bagara_Baingan_Video_Recipe_3_1600.jpg,"Hyderabadi Bagara Baingan is a delicious preparation that is made from roasted brinjal/eggplant/ baingan. The base curry of the Bagara Baingan recipe is made from tamarind, peanuts and sesame seeds. ",Hyderabadi,Dinner,Vegetarian,Total in 55 M,"

							 		12 Small Brinjal (Baingan / Eggplant) 

							 		1 Onion							 		, roughly chopped							 	

							 		2 Green Chillies							 		, chopped							 	

							 		12 cloves Garlic 

							 		1 inch Ginger 

							 		1/2 teaspoon Mustard seeds (Rai/ Kadugu) 

							 		1 Bay leaf (tej patta) 

							 		1 inch Cinnamon Stick (Dalchini) 

							 		3 Cloves (Laung) 

							 		1 teaspoon Red Chilli powder 

							 		1 teaspoon Cumin powder (Jeera) 

							 		1 teaspoon Coriander Powder (Dhania) 

							 		1/2 teaspoon Turmeric powder (Haldi) 

							 		1 cup Tamarind Water 

Oil							 		, for cooking							 	

Salt							 		, to taste							 	
For the paste

							 		1/4 cup Fresh coconut							 		, grated							 	

							 		3 tablespoons Sesame seeds (Til seeds) 

							 		3 tablespoons Roasted Peanuts (Moongphali) 

Coriander (Dhania) Leaves							 		, for garnish							 	
","To begin making the Hyderabadi Bagara Baingan Recipe, into a heavy bottomed pan, add the sesame seeds, peanuts and roast for a minute till the sesame seeds start popping. Turn off the heat and let it cool.Add the roasted peanuts, sesame seeds along with coconut and 1/2 cup warm water into a mixer grinder and blend it to make a smooth paste. Keep it aside.Next, add onion, garlic, ginger and green chillies into a mixer grinder and grind it well to make a smooth paste. Keep it aside.Heat 2 tablespoons of oil in a heavy bottomed pan; add mustard seeds and allow it to crackle. Once done add the bay leaf, cinnamon stick, cloves and saute for a few seconds till the aromas from the spices come through. Once done, stir in the onion paste and saute for about 2 minutes till the paste is cooked a bit and starts to change the colour.After 2 minutes, add in all the spice powders including turmeric powder, red chilli powder, coriander powder along with tamarind water. Add in peanut sesame paste, salt to taste and some water to adjust the consistency.Give the Bagara Baingan gravy a brisk boil for 3 to 4 minutes. Turn off the heat and keep aside.Slit the eggplants into quarters without removing the stem. If using large eggplants, cut them lengthwise of one-inch thickness and about 2 inches in length.Heat 2 tablespoons oil in a pan and shallow roast the eggplants with a little salt until tender, cooked and browned. You can optionally cover the eggplant and pan roast it. Covering helps the steam get trapped inside and cook faster.Add the sautéed baingan into the Bagara Baingan gravy and boil till the gravy reaches the desired consistency. Once done, turn off the heat and transfer the Bagara Baingan to a serving bowl, garnish with coriander leaves and serve hot.Serve Hyderabadi Bagara Baingan Recipe along with Hyderabadi Vegetable Biryani and Tomato Onion Cucumber Raita to make a delicious meal for your festival."
