name_of_Dish,Diet_Type,Course_name,Discrption_of_Dish,Cuisine_name,Ratings_of_Dish,Similar_Dishes,Ingredients_of_Dish,Prepration_time,Cooking_time,Total_time,Makes,Recipe_Instructions
Carrot Porial Recipe - South Indian Style Carrot Stir Fry,Diet: Vegetarian,Course: Lunch,"Carrot Porial Recipe is a simple, quick stir fry that is packed with the nutrition and taste. This vegetable is a very traditional way of how South Indian's prepare the carrot vegetable to be served as a side dish. A dry vegetable among the South Indian Brahmin community is called a curry. It is steamed carrots seasoned with some mustard, asafoetida and curry leaves.",['Cuisine: South Indian Recipes'],4.8,"['Carrot and Beans Poriyal Recipe', 'Vendakkai Poriyal Recipe', 'Muttaikose Poriyal Recipe']","['Carrots (Gajjar)', 'Mustard seeds (Rai/ Kadugu)', 'White Urad Dal (Split)', 'Dry Red Chilli', 'Curry leaves', 'Asafoetida (hing)', 'Turmeric powder (Haldi)', 'Fresh coconut', 'Oil', 'Salt']",10 M, 30 M, 40 M, 4 Servings,"['To begin making the Carrot Porial Recipe, we will first steam the carrots, until soft and tender. You can use a steamer to steam the carrots, but here I will show you how to cook using a pressure cooker.', 'Place the cut carrot into the pressure cooker, sprinkle some salt and add 2 tablespoons of water.', 'Cover the pressure cooker, place the weight on and pressure cook until you hear 2 whistles.', 'After 2 whistles turn off the heat. Place the pressure cooker under running water to release the pressure immediately. By releasing the pressure immediately, we prevent the carrots from getting over cooked.', 'Once the pressure is released, open the cooker and keep the carrots aside.', 'Our next step is to season the carrots.\xa0Heat a teaspoon of oil in a wok; add mustard seeds, urad dal, curry leaves, and red chilli. Stir fry until the urad dal is lightly roasted and browned.', 'Once they crackle and brown; add asafoetida, turmeric powder, carrot and salt. Sauté for few\xa0minutes and turn off the heat. Check the salt and adjust to suit your taste. Transfer the carrots to a serving bowl.', 'Serve\xa0Carrot Porial\xa0along with\xa0Tomato Rasam,\xa0Keerai Sambar,\xa0Steamed Rice\xa0and\xa0Elai Vadam\xa0for a weekday meal.']"
Vazhaithandu Poriyal Recipe | Banana Stem Curry with No Onion and No Garlic,Diet: Diabetic Friendly,Course: Lunch,"Vazhaithandu Poriyal recipe is a delectable banana stem curry crafted without onion and garlic, perfect for those seeking a lighter, yet equally flavorsome, meal option.",['Cuisine: South Indian Recipes'],4.9,"['Vazhaithandu, or banana stem, is rich in fiber, which aids digestion, prevents constipation, and promotes a healthy gut microbiome.', 'It is low in calories and fat, making it an excellent choice for those watching their weight or looking to maintain a healthy lifestyle.', 'Banana stem is packed with essential vitamins and minerals, including vitamin B6, vitamin C, potassium, and manganese, which support overall health and wellbeing.', 'The absence of onion and garlic in this recipe makes it suitable for those following certain dietary restrictions or seeking a lighter meal option without compromising on flavor.', 'Tamil Nadu Style Vazhaithandu Poriyal Recipe', 'Urad Ki Sukhi Dal Recipe (Spicy Dry Urad Dal)', 'Mooli Ka Saag & Moong Dal Ki Sabzi (Dry) ']","['Banana Stem', 'Mustard seeds (Rai/ Kadugu)', 'White Urad Dal (Split)', 'Green Chillies', 'Black pepper powder', 'Curry leaves', 'Turmeric powder (Haldi)', 'Salt', 'Coconut Oil']",30 M, 20 M, 50 M, 4 Servings,"['To begin making South Indian Style Vazhaithandu Poriyal Recipe,', 'Wash the banana stem thoroughly under running water to remove any dirt or impurities.', 'Using a sharp knife, trim off the ends of the banana stem. Then, carefully peel away the tough outer layers until you reach the tender inner core. The inner core is usually white and has a soft texture.', ""Once you've removed the tough outer layers, slice the tender inner core of the banana stem into rounds of your desired thickness. You can also cut them into small pieces or strips, depending on your recipe."", 'To prevent discoloration and soften the banana stem, place the cut rounds into a bowl of buttermilk water. Buttermilk helps tenderize the banana stem and keeps it fresh. Add a pinch of salt to the buttermilk water to enhance the flavor.Add the chopped banana stem without the buttermilk water. Add 1/4 cup of water and salt and pressure cooker for 3 to 4 whistles and turn off the heat. Allow the pressure to release naturally.', 'Heat oil in a heavy bottomed pan, add the mustard seeds and urad dal. Roast urad dal until golden brown and crisp.', 'Once done add green chillies, curry leaves and saute for a few seconds, Finally add the turmeric powder, black pepper powder and the cooked banana stem (Vazhaithandu). Stir fry for a few seconds and turn off the heat. Check the salt and adjust according to taste.', 'Serve the South Indian Style Vazhaithandu Poriyal Recipe along with\xa0Steamed rice\xa0and\xa0Manathakkali Keerai Poricha Kootu\xa0for lunch or dinner.']"
Manathakkali Keerai Poricha Kootu Recipe,Diet: High Protein Vegetarian,Course: Lunch,"Manathakkali Keerai Poricha Kootu is traditional dish combines the goodness of nutritious greens with aromatic spices, creating a wholesome and satisfying meal.",['Cuisine: South Indian Recipes'],4.9,"['Chow Chow and Carrot Kootu Recipe', 'Mixed Vegetable Poricha Kootu Recipe\xa0', 'Manathakkali Kootu Recipe', 'Vendaikai (Okra) Puli Kootu Recipe']","['Manathakkali Keerai', 'Arhar dal (Split Toor Dal)', 'Turmeric powder (Haldi)', 'Salt', 'Fresh coconut', 'White Urad Dal (Split)', 'Dry Red Chillies', 'Cumin seeds (Jeera)', 'Whole Black Pepper Corns', 'Coconut Oil', 'Curry leaves', 'Mustard seeds (Rai/ Kadugu)', 'White Urad Dal (Split)']",20 M, 30 M, 50 M, 4 Servings,"['To begin making the Manathakkali Keerai Poricha Kootu Recipe, prep all the ingredients and keep them ready.', 'Add the chopped Manathakkali Keerai into the pressure cooker adding just 3 tablespoons of water and pressure cook for one whistle. After the first whistle, turn off the heat and release the pressure immediately. This way the greens retain the rich green colour.\xa0Once the keerai is cooked, keep it aside while we prepare the remaining ingredients.', 'Next, cook the lentils in a pressure cooker with 2 cups of water, along with 1/4 teaspoon of turmeric powder. Pressure cook on high heat for 2 whistles and then turn the heat to low. Simmer 3 to 4 minutes and turn off the heat.\xa0 Once cooked completely, mash the lentils well with a wooden masher, or whisk it using a hand blender and set it aside. Watch how to cook lentils in a pressure cooker', 'In your next step we will dry roast the ingredients to be ground. In a small pan; add in the cumin seeds, halved urad dal, black pepper corns and the dry red chillies. Dry roast them on medium heat until they are browned. Once roasted, turn off the heat. Grind this roasted mixture along with the coconut to make a coarse paste, adding 1/2 cup of warm water.', 'In our next step to make the Manathakkali Keerai Poricha Kootu, in a large sauce pan, combine the cooked spinach, lentils and the ground coconut mixture. Adjust the salt levels according to taste. Place the sauce pan on medium heat and allow the mixture to come to a bowl.', 'While the mixture is boiling; we will prepare the seasoning for the Manathakkali Keerai Poricha Kootu. Heat a teaspoon of coconut oil or regular cooking oil in a pan; add in the mustard seeds, split urad dal and allow them to crackle. Saute until the urad dal turns golden brown in colour. Finally stir in the curry leaves to the seasoning and turn off the heat.', 'Pour this seasoning mixture over the Manathakkali Keerai Poricha Kootu and give it a stir. Turn off the heat. Transfer the\xa0Molagootal into a serving dish and serve hot.', 'Serve\xa0Manathakkali Keerai Poricha Kootu along with\xa0Steamed Rice\xa0and\xa0Carrot Poriyal\xa0for a wholesome lunch or dinner']"
Mullangi Poriyal recipe - South Indian Style Radish Stir Fry,Diet: Vegetarian,Course: Lunch,"Mullangi Poriyal recipe is a simple and quick preparation which is perfect for the weekdays. It not only tastes great when it is hot but also at room temperature, making it a good option for lunch box. Radish is known to be very healthy because of its high water content and fibre. This sabzi gives an option to use the leaves as well.",['Cuisine: South Indian Recipes'],4.9,"['Lauki Bharta', 'Achari Baingan Bharta', 'Spring Onion Potato Sabzi']","['Mooli/ Mullangi (Radish)', 'Sesame (Gingelly) Oil', 'Mustard seeds (Rai/ Kadugu)', 'Curry leaves', 'Dry Red Chillies', 'Tamarind Paste', 'Sambar Powder', 'Salt', 'Fresh coconut']",10 M, 20 M, 30 M, 6 Servings,"['To begin making the Mullangi Poriyal Recipe, Wash the radish properly, chop the greens and keep aside. Cut the mooli/ mullangi\xa0 into thin rounds and keep aside.', 'Heat oil in a wok/kadhai. Add mustard seeds and let it crackle.Once it crackles, add curry leaves and dry chillies and allow them crisp up.', 'Once done add the chopped radish greens and saute for a minute. Add sliced radish and sauté on high heat for a minute.', 'After a minute add salt, sambar powder, tamarind pulp and mix well to combine. Reduce the heat and cover the pan with a lid. Cook till the radish is soft.', 'Once done open the lid. If there is any water remaining in the Mullangi Poriyal then saute the sabzi on high heat it till the sabzi becomes dry. Garnish with grated coconut and transfer the Mullangi Poriyal into a serving bowl and serve.', 'Serve\xa0Mullangi Poriyal Recipe with\xa0Whole Wheat Lachha Paratha\xa0and\xa0Dal Tadka Recipe Flavored with Lemon and Corianderfor a perfect and healthy weekday lunch or even along with\xa0Kollu Rasam Recipe\xa0and hot steamed rice.']"
Andhra Style Vankaya Kothimeera Karam Koora Recipe,Diet: Vegetarian,Course: Side Dish,"Brinjal cooked in coriander paste tastes heavenly in this Andhra Style Vankaya Kothimeera Karam Koora Recipe. Very easy to make, this curry goes well for a traditional Andhra lunch. T",['Cuisine: Andhra'],4.9,"['Pakodi Koora Recipes', 'Andhra Style Davva Aava koora Recipe ', 'Beerakaya Tomato Koora Recipe (Andhra Style Ridge Gourd Curry)']","['Small Brinjal (Baingan / Eggplant)', 'Coriander (Dhania) Leaves', 'Green Chillies', 'Salt', 'Oil']",10 M, 20 M, 30 M, 2 Servings,"['To begin making Andhra Style Vankaya Kothimeera Karam Koora Recipe, roughly chop coriander and chillies. Add very little water, salt and make into a fine paste in mixer grinder. Add salt and keep ready.', 'Slit brinjals in such a way that you see an X at the base. Be careful not to slit open them completely. Immerse them in salt water for 5 minutes.', 'Now, carefully stuff the coriander paste into the brinjals without breaking them.', 'Heat oil in a wide frying pan, put the brinjals side by side.', 'Cover the pan and cook covered on low heat until brinjals turn soft.', 'Turn the brinjals gently using a fork and and a spoon. Do not use a ladle as it may break the brinjals.', 'If there is any left over coriander paste, add it to the brinjals after they are about 90% cooked and mix well.', 'Serve Andhra Style Vankaya Kothimeera Karam Koora Recipe along with Chapati, Steamed Rice, Dosakaya Pappu Recipe for a simple complete meal.']"
Swedish Saffron Buns Recipe,Diet: Vegetarian,Course: Snack,"Swedish Saffron buns also known as St.Lucia saffron buns are traditional saffron spiced bread rolls, typically made around Christmas and for St Lucia Day. St Lucia day is celebrated across the Scandinavian countries on December 13th. They are distributed to family and friends and served along with a warm drink and cookies.",['Cuisine: European'],4.9,"['Whole Wheat Rosemary Focaccia Bread', 'Whole Wheat Eggless Cinnamon & Raisin Swirl Bread Recipe', 'Oats,Cranberry and Walnut Bread Recipe', 'Fennel Pesto Pull-Apart Bread Recipe']","['All Purpose Flour (Maida)', 'Active dry yeast', 'Milk', 'Butter (Salted)', 'Whole Eggs', 'Saffron strands', 'Sultana Raisins', 'Salt', 'Caster Sugar', 'Egg white']",30 M, 20 M, 50 M, 5-6 Servin,"['To begin making the Swedish Saffron Buns Recipe, first warm 3/4 th cup milk and butter in a saucepan.', 'Mix till the butter melts. Once done add a tablespoon of sugar and saffron to the milk and butter. Stir to dissolve the sugar and take it off the heat. Cool till it becomes lukewarm.', 'Once the temperature of the milk is lukewarm add yeast to this mixture and leave it aside for 5 minutes.', 'Into the bowl of a stand mixer add\xa0 flour, salt and remaining sugar and whisk. Gradually add the liquid mixture to the flour and knead. Add the remaining milk to form a soft dough. You can a little more milk if required to get a soft supple dough.', 'Knead for about 10 minutes or till the dough is smooth.', 'Gather the mixed dough together and form a ball and place it in a greased container,covered with a wet kitchen towel.', 'Keep it in a warm place till it doubles in size for about 1.5 - 2 hours.', 'Knock back the dough and divide into 11-12 portions.', 'Line or grease two baking trays.\xa0Roll each portion into 7-8 inch long rope.', 'Shape it into a ‘S’ and place on the baking trays, leaving some space between each bun. Press to seal the ends.\xa0Place a raisin at the centre of each curled end and press lightly.', 'Cover loosely with a wet kitchen towel and keep it for another 30 minutes or till the rolls double in size.', 'Meanwhile preheat the oven to 180 degree celcius.', 'Whisk the egg white with a little water for brushing the\xa0Swedish Saffron Buns.', 'Once the dough has doubled, lightly brush the rolls with the egg white.', 'Bake for about 15-20 minutes or till golden. Once done remove the\xa0Swedish Saffron Buns from the oven and cool on a wire rack for five minutes. Serve\xa0Swedish Saffron Buns warm.', 'Serve Swedish Saffron Buns with\xa0Apple Tea Latte Recipe or\xa0Maple Roasted Cinnamon Spiced Latte Recipe\xa0to warm you up on a cold evening.']"
3 minute Eggless Strawberry Red Velvet Mug Cake Made using Archana's Kitchen Zero Maida Strawberry Cake Mix,Diet: Vegetarian,Course: Dessert,"Satisfy your sweet cravings in just 3 minutes with our Eggless Strawberry Red Velvet Mug Cake, created effortlessly using Archana's Kitchen Strawberry Red Velvet Cake mix.Packed with the wholesome goodness of jowar, barley, and whole wheat, this delightful treat is a guilt-free indulgence. This cake mix has zero preservatives and zero artificial and made using natural strawberry powder.",['Cuisine: Continental'],"5
6",[],"['title=""A Strawberry Velvet Cake Mix that has the taste of real strawberries, is soft, moist and delicious"">Archana\'s Kitchen Strawberry Velvet Cake Mix', 'Oil', 'Curd (Dahi / Yogurt)', 'Cashew nuts']","3 M
"," 3 M
"," 6 M
", 1 Mug Cake,"['To begin making the\xa0Eggless Strawberry Red Velvet Mug Cake, first prep all the ingredients and keep ready.', 'Have a microwavable mug as well handy. You need to have a microwave to make this recipe.', ""Into a mug, add 4 tablespoons of Archana's Kitchen Strawberry Red Velvet Cake mix, oil, curd and cashew nuts."", 'Mix all the ingredients well until smooth and lump free.Place this Strawberry Red Velvet mug cake batter into the microwave. Microwave for 3 minutes on high. You will notice it is done, when you insert a knife inside and it will come out clean.', 'Simple remove from the microwave and enjoy this\xa0Strawberry Red Velvet Mug cake, straight out of the mug for a delicious quick dessert or a snack. Serve it along with cold milk or even black coffee or green tea.']"
Cheesy Spinach Open Toast Recipe,Diet: Vegetarian,Course: Snack,"Cheesy Spinach Open Toast is a lip-smacking appetizer with the delicious combination of spinach and cheese. This recipe is something which will not only be loved by kids but also adults. Cheesy spinach open toast is a perfect appetiser to be served for the parties or such other occasions. Green chilies can be added if more spiciness is preferred. You can have it during breakfast, brunch or during an evening tea.",['Cuisine: Continental'],4.8,[],"['Spinach', 'Garlic', 'Onion', 'Fresh cream', 'Milk', 'Butter (Salted)', 'Red Chilli flakes', 'Salt', 'Black pepper powder', 'Mozzarella cheese', 'Whole Wheat Brown Bread']",10 M, 30 M, 40 M, 4 Servings,"['To begin with Cheesy Spinach Open Toast, melt butter in a pan. Add garlic and fry until aromatic and golden.', 'Add onion and toss on high for a few seconds. Once it is done, add spinach and toss on high flame for 2 minutes.', 'Add milk and corn flour mixture, cook until the mixture becomes slightly thick.', 'Add chili flakes and season it with salt and pepper. Add cream and cook on high flame until the mixture is thick and creamy. Keep stirring to avoid burning.', 'Once it becomes thick and creamy, switch off the heat and cool it for a few minutes.', 'Pre-heat the oven at 180 degrees centigrade. Spread a spoonful of mixture evenly on each slice of bread/baguette.', 'Top the mixture with grated mozzarella and grill them in the preheated oven for 8 to 9 minutes or until the cheese has melted and the toasts are crisp.', 'Serve Cheesy Spinach Open Toast with\xa0Burnt Garlic pasta with Mushroom\xa0and a glass of wine for a classy weekend dinner or brunch.']"
Konkani Style Maskasangi Magge Koddel Recipe-Drumstick and Mangalore Cucumber Curry,Diet: Vegetarian,Course: Lunch,"Maskasangi Magge Koddel Recipe-Drumstick and Mangalore Cucumber Curry, Koddel one of the traditional curry made by people in the Konkan region. Koddel is basically a coconut and dry red chilli gravy that seasoned with good amount of garlic. The vegetable that is being added into the curry may vary depending on the seasonal produce. It is usually the mangalore cucumber that are locally available and it is accompanied with lentils like horse gram or black eyed peas.",['Cuisine: Konkan'],4.9,"['Mande ( Mandige/ Chavde) Recipe- A Delicious Konkani Sweet', 'Cabbage Sanna Polo Recipe (Konkani Style Savory Cabbage Dosa)', 'Solkadhi Recipe (Konkani Style Kokum Kadhi)\xa0']","['Drumstick', 'Mangalorean cucumber', 'Tamarind Water', 'Red Chilli powder', 'Turmeric powder (Haldi)', 'Jaggery', 'Garlic', 'Salt', 'Dry Red Chillies', 'Coriander (Dhania) Seeds', 'Fresh coconut']",20 M, 30 M, 50 M, 4 Servings,"['To begin making the Maskasangi Magge Koddel Recipe, prep all the ingredients and keep them aside.', 'We will first begin to roast the ingredients to be ground into a masala \xa0in ""Masala To roast and grind""', 'In a small skillet, roast red chillies and coriander seeds until well roasted. \xa0Grind it along with coconut, add a little water to make a smooth paste.', 'Heat a pressure cooker with oil, add some crushed garlic and saute for 10 seconds. Add the mangalore cucumber and drumsticks and the tamarind water.', 'Add in the ground masala mixture, jaggery, chilli powder and salt and about 1/2 cup of water. Cover the pressure cooker and cook for 2 to 3 whistles.', 'Once done, turn off the heat and allow the pressure to release naturally. Check the salt and seasonings and adjust to suit your taste and serve warm.', 'Serve the Maskasangi Magge Koddel Recipe with steamed rice or\xa0Mangalorean Neer Dosa\xa0and\xa0Chettinad Pepper Chicken Dry Recipe.']"
Jaggery Sweetened Apple Oatmeal Recipe ,Diet: Vegetarian,Course: World Breakfast,"This is the season to celebrate and enjoy the warm and delicious desserts while sitting in a cosy blanket. How about a twist on the classic apple pie and make oatmeal which is sweetened with jaggery. Sounds interesting, right? I bet it tasted amazing too the apple pie spices when combined with our traditional sweet jaggery it makes a wonderful flavour and turns the simple oatmeal into heavenly dessert.",['Cuisine: Indian'],4.9,"['Oats Chivda Recipe', 'Instant Oats Rava Idli Recipe', 'Oats Ven Pongal Recipe']","['Apple', 'Instant Oats (Oatmeal)', 'Jaggery', 'Cinnamon Powder (Dalchini)', 'Ginger', 'Nutmeg powder', 'Vanilla Extract', 'Water', 'Milk', 'Hazelnut', 'Sultana Raisins', 'Sesame seeds (Til seeds)', 'Apple']","5 M
", 25 M, 30 M, 3 Servings,"['To begin making the Jaggery Sweetened Apple Pie Oatmeal Recipe, in a saucepan add cubed apple, cinnamon, ginger, nutmeg and water.', 'Bring it to a boil and then let the apples cook on simmer for about 15 minutes or until apples are soft.', 'Stir in quick cooking oats and milk. Cook for about 10 minutes or until oats are soft and the oatmeal is thickened.', 'Add grated jaggery and vanilla extract and stir to combine. Remove from heat and pour into serving bowls.', 'Serve topped with hazelnut, raisins, sesame seeds and chopped apples. You may add your favourite nuts and dried fruits for topping.', 'Serve Jaggery Sweetened Apple Pie Oatmeal during your breakfast with a cup of hot\xa0Masala chai.']"
Punjabi Mooli Ki Bhurji Recipe,Diet: Vegetarian,Course: Side Dish,Mooli Ki Bhurji Recipe is the authentic Punjabi dish which is prepared with radish and its leaves. Tender pieces of radish are cooked along with its leaves and spices to prepare this simple yet delicious recipe.,['Cuisine: Punjabi'],4.9,"['Mooli Paratha (Thepla) (Indian Flat Bread with Radish)', 'Mooli Palak Sabji Recipe (Radish Spinach Sabzi)', 'Mooli Raita Recipe (Spiced Yogurt Salad with Radish)', 'Creamy Radish Soup Recipe With Sweet Potato']","['Mooli/ Mullangi (Radish)', 'Mooli Ke Patte (Radish Greens)', 'Mustard oil', 'Ajwain (Carom seeds)', 'Asafoetida (hing)', 'Ginger', 'Green Chillies', 'Turmeric powder (Haldi)', 'Red Chilli powder', 'Salt']",10 M, 25 M, 35 M, 3 Servings,"['To begin making the Punjabi Mooli Ki Bhurji Recipe, wash radish and its leaves thoroughly with water. Grate or chop radish into fine pieces. Chop stem and leaves of radish finely.', 'In a medium sized non-stick wok, add mustard oil and heat over medium flame. The oil should be smoking hot.', 'Add asafoetida and ajwain seeds. Let it turn light brownish.', 'Grate ginger and saute it for about 2 minutes. Add chopped green chilies.', 'Now, add the chopped radish, leaves and stems to the wok.\xa0Cook them with the lid covered until the leaves are wilted.', 'Add turmeric powder, red chilli powder, and salt to the wok.\xa0Stir them to combine well and cook until radish pieces are cooked well.', 'Punjabi Mooli Ki Bhurji\xa0is the best way to include such healthy leaves in your diet and it serves as the best side dish along with\xa0Dal Makhani\xa0and\xa0Tawa Paratha.']"
Kathal Biryani Recipe |  Jackfruit Biryani Topped with Caramelised Onions,Diet: Vegetarian,Course: Lunch,"Kathal Biryani is the most amazing one pot meal for the vegetarians who always wanted to know what a biryani means. Indulge in the rich and aromatic goodness of our Pressure Cooker Jackfruit Biryani – a delightful twist on the classic dish. In just a fraction of the time, the pressure cooker locks in the vibrant flavors of tender jackfruit, fragrant jeera samba rice, and an exquisite blend of spices.",['Cuisine: Indian'],4.9,"['Egg\xa0Biryani\xa0Recipe', 'Paneer\xa0Biryani\xa0Recipe', 'Kongunadu Special Pattani\xa0Biryani', 'Hyderabadi Vegetable Biryani', 'Soya Chunks and Beetroot\xa0Biryani']","['Seeraga (Jeeraga) Samba rice', 'Jackfruit Raw (Kathal)', 'Ghee', 'Onions', 'Ginger', 'Garlic', 'Green Chillies', 'Bay leaves (tej patta)', 'Cardamom (Elaichi) Pods/Seeds', 'Brown cardamom (Badi Elaichi)', 'Cloves (Laung)', 'Cinnamon Stick (Dalchini)', 'Star anise', 'Mace (Javitri)', 'Nutmeg powder', 'Red Chilli powder', 'Coriander Powder (Dhania)', 'Curd (Dahi / Yogurt)', 'Salt', 'Mint Leaves (Pudina)', 'Saffron strands', 'Oil', 'Onions', 'Ghee', 'Cashew nuts', 'Sultana Raisins', 'Mint Leaves (Pudina)']",45 M, 45 M, 90 M, 6 Servings,"['To begin making the Kathal Biryani Recipe (Raw Jackfruit Biryani), first prep all the ingredients and keep ready/', ""To cut raw jackfruit. grease hands and the knife that we are going to use to cut, with\xa0 oil.\xa0This important tip ensures that the hands don't get sticky from the natural fruit latex/sap present in the fruit does not get onto your hands and makes the cutting process hassle-free."", 'Keep a bowl of water mixed with some salt to put the cut raw jackfruit pieces to avoid discolouration of the fruit. Cut the the jackfruit in half, discard the skin and start making 1 inch pieces and soak them in the salted water. Keep aside.', 'To begin making the jackfruit biryani,\xa0heat ghee in a pressure cooker over medium heat;\xa0add the onion, ginger and garlic and saute until the onions turn slightly caramelised. This will take about 5 to 8 minutes.', 'Next add all the whole spices along with bay leaf in the remaining ghee. Allow them to sizzle and the aromas to come through', 'Stir in the chopped\xa0 jackfruit/kathal pieces, yogurt, coriander powder, red chilli powder, nutmeg powder, saffron strands and and mix everything well so that the curd mixes well with the kathal. Give it one brisk boil and stir in the mint leaves and salt to taste.', 'Add the washed jeera rice over the jackfruit masala, give it a stir and add 4 cups of water.', 'Cover the pressure cooker and cook on high heat till you hear two whistles. After two whistles, turn the heat to low and simmer for 5 minutes and turn off the heat. Once done, allow the pressure to release naturally and the biryani to rest.', 'Open the cooker after the resting period and give the Kathal Biryani/Jackfruit Biryani a gentle stir, to combine all the masala and jackfruit into the rice.', 'To caramelise the onions; heat oil in a pan over medium heat; add the sliced onions and keeps sautéing on low to medium heat until the onions get caramelised and crisp. Transfer to a bowl and keep aside. This will take 20 to 30 minutes. A good idea to do this while the biryani is cooking and cooling down.', 'For Garnish,\xa0heat ghee in a pan; add the cashew nuts and roast them on medium heat until golden and crisp. Towards the end add the raisins and stir for a few seconds.', 'Gently stir the caramelised onions, raisins, cashew nuts and mint leaves into the Kathal Biryani and serve hot with a raita and salan.', 'Serve the\xa0Kathal Biryani\xa0as a one dish meal for a weeknight dinner or as a party food along with\xa0Sweet & Spicy Coriander Tadka Raita\xa0and\xa0Mirchi Ka Salan Recipe\xa0for a sumptuous meal.']"
